province_code,Q229NETINCOME,Ageofhead,Q61035POLICE,Q61038LIGHT,Q224ANOMONEY,income,Total_IOPBV,Total_number_of_convictions,Q531FOOD,Q531PUBTRAN,Q531PREPRIM,Q531PRIM,Q531SECOND,Q531CLINIC,Q531HOSPITAL,Q531POLICE,Q531RELIG,Q531BANK,Q531POSTOFF,Q531WELFARE,Q531MULTI,Q653AREA,Q658VALUE
9.0,2530.0,66.0,2,2,2.0,4820.947322,0,0,224,463,318,339,133,1006,1715,1353,463,1085,369,-666,-666,-777,-777
4.0,16000.0,48.0,1,1,1.0,603.880694,0,0,230,331,1625,1260,699,1340,22050,1126,901,27878,1506,23043,1597,-777,-777
5.0,1500.0,41.0,1,1,1.0,1212.096265,1,0,1415,478,921,687,1690,1892,7328,7461,749,23665,1312,1528,1850,-777,-777
9.0,2500.0,44.0,2,2,2.0,3042.417425,1,0,543,480,972,994,909,710,18426,14647,371,18230,18781,19138,425,163,24823
7.0,2000.0,44.0,1,1,1.0,3651.954449,1,0,488,32,241,622,947,3656,22807,3598,453,4631,2835,2139,4640,-777,-777
8.0,700.0,20.0,1,2,1.0,1842.365308,0,0,9555,661,893,548,1090,3609,22461,4597,307,5654,9058,8980,9152,48,12047
4.0,3000.0,23.0,1,1,1.0,614.473491,0,0,135,698,-666,675,6640,987,-666,9237,1,6677,9412,752,703,-777,-777
5.0,4000.0,52.0,2,2,1.0,4303.469471,1,0,12435,573,634,597,16616,14447,19577,21144,3280,25346,27423,29846,20712,50,6125
2.0,5000.0,31.0,2,2,1.0,4360.81288,0,1,1030,1629,1850,1484,1993,6324,7927,8848,1606,7544,6645,5239,9511,12,1616
8.0,2500.0,55.0,1,1,1.0,1902.761664,0,0,325,358,121,819,1495,1771,4224,2000,973,562,3806,2068,219,50,392
5.0,700.0,44.0,2,2,1.0,1914.619631,0,0,29248,135,547,827,27720,1308,21124,20516,3767,29945,26552,29701,-666,59,12084
7.0,3500.0,46.0,2,1,1.0,3916.714158,0,0,563,51,636,699,526,1138,23206,522,874,1720,1951,1886,864,-777,-777
4.0,1600.0,57.0,2,1,1.0,6671.791467,1,0,1070,1253,2563,3248,4003,3888,4161,2397,252,1989,1156,1249,1365,57,27826
2.0,3000.0,44.0,2,2,1.0,4094.254531,0,0,430,299,263,142,2135,3418,4680,4362,131,4276,3860,4181,3994,354,34498
2.0,5000.0,56.0,2,1,2.0,4846.672978,0,0,872,293,666,736,1592,2016,3470,3703,560,2978,4786,4066,-666,72,11802
1.0,5000.0,43.0,1,1,2.0,4155.255022,0,0,47,316,1261,1000,175,541,953,767,2087,6609,629,876,951,18,4471
3.0,1000.0,39.0,2,2,2.0,4852.298469,0,0,30,463,575,644,2894,1938,6898,9198,164,7098,9704,7904,5492,50,14100
4.0,5000.0,33.0,2,1,1.0,6299.509621,0,0,363,14,36,380,300,40,472,1156,180,1994,1025,362,1233,36,23927
9.0,900.0,51.0,1,2,2.0,4239.603253,0,0,56,33,427,126,1,375,8749,5420,170,28332,1659,14205,229,96,2270
2.0,5000.0,26.0,2,2,1.0,3560.649235,0,0,686,585,890,710,9745,6451,21224,5461,948,23394,6579,5021,-666,-777,-777
5.0,800.0,37.0,1,1,1.0,6431.385754,0,0,6283,59,1970,1221,5884,15768,20252,19459,4210,4680,2524,26483,26556,56,35201
5.0,800.0,47.0,2,2,2.0,2859.592905,0,0,810,614,947,888,936,1005,23491,23092,27557,28916,28697,22810,23491,0,45737
9.0,1400.0,38.0,2,2,1.0,2860.585848,0,0,134,290,481,16,167,1401,1760,2284,60,16237,-666,-666,-666,56,34614
3.0,2000.0,48.0,2,2,1.0,4298.841229,0,0,712,182,514,642,29958,28190,28234,29837,158,22752,23223,29097,21657,46,8117
7.0,2000.0,30.0,2,1,1.0,3669.219949,0,0,1099,866,491,166,57,328,-666,-777,195,-666,-666,-666,-777,-777,-777
5.0,2000.0,30.0,2,2,2.0,3670.25,0,0,573,506,1318,1493,4103,23250,22142,29335,21423,21015,26425,28562,23381,59,16192
4.0,1200.0,25.0,1,2,1.0,4413.319452,0,0,233,158,285,122,160,347,2023,29,176,5682,265,321,-666,32,22643
7.0,2000.0,28.0,1,1,1.0,1477.853843,0,0,385,222,418,323,430,49,1365,1779,1040,1684,1622,1046,-777,-777,-777
2.0,4000.0,49.0,1,2,2.0,3733.108992,0,0,273,403,469,433,485,390,580,761,20,696,621,608,120,-777,-777
1.0,4000.0,36.0,1,1,2.0,4490.0,1,0,78,481,497,477,360,602,791,832,155,971,560,805,703,-777,-777
6.0,5000.0,48.0,2,2,1.0,3748.288295,0,0,26911,1647,548,807,715,9514,29496,9894,7897,22445,22329,9942,8484,-777,-777
2.0,3000.0,58.0,2,2,1.0,4581.390402,0,0,175,331,138,704,10953,14898,15917,17001,214,14040,17203,12702,-666,53,9206
7.0,500.0,50.0,1,1,1.0,3840.0,0,0,3206,862,1433,1265,3617,4549,3254,3221,1896,1457,4834,4036,4544,-777,-777
2.0,4000.0,40.0,2,2,1.0,768.053813,0,0,432,179,585,919,769,623,16848,7182,132,4522,2901,5337,6402,56,2820
9.0,2000.0,75.0,2,2,1.0,4644.484349,0,0,139,255,23,674,622,908,5394,6457,254,6784,9647,9424,7116,116,4410
5.0,2000.0,59.0,1,1,1.0,6215.314138,1,0,19906,234,-666,-666,-666,820,11631,783,27973,-999,27545,20200,25467,45,35339
7.0,7000.0,64.0,2,1,2.0,3931.300824,0,0,198,30,1645,1489,1813,1731,-999,1239,498,15854,1868,1704,1676,-777,-777
4.0,5000.0,19.0,1,1,1.0,788.188717,0,0,216,627,591,633,512,1273,13805,1501,942,16008,1656,10014,3498,-777,-777
7.0,10500.0,30.0,1,1,2.0,2373.766157,0,0,271,802,1327,3677,3840,4388,3134,4043,367,278,3009,3724,3740,-777,-777
5.0,1000.0,54.0,2,2,1.0,1587.725724,0,0,697,600,940,804,776,957,18607,14997,12314,16931,18312,11722,13122,4,16200
9.0,2000.0,41.0,2,2,2.0,4819.952281,0,0,358,6,159,177,173,7835,11883,26887,310,29066,24156,24207,24783,39,12218
9.0,3000.0,25.0,1,2,2.0,815.382211,0,0,73,305,693,906,1891,4933,2547,5018,554,535,974,3426,1709,-777,-777
6.0,2000.0,59.0,2,2,1.0,2450.81157,0,0,25630,1988,1737,6147,4933,21319,8988,27354,7264,29451,6236,29175,25837,38,29000
5.0,250.0,48.0,2,2,1.0,4912.081056,0,0,1601,1091,2566,3468,8853,15947,12658,19433,461,23376,23337,21167,21983,83,11639
9.0,1000.0,44.0,1,2,2.0,819.297988,0,0,417,358,914,790,973,697,26584,27996,144,21433,441,385,474,-777,-777
9.0,1800.0,21.0,1,2,1.0,819.297988,0,0,58,255,298,485,21178,1124,1782,503,331,246,300,77,25606,-777,-777
5.0,2000.0,59.0,1,1,2.0,2468.744562,0,0,1451,1606,4369,3506,2320,6139,5615,5882,220,20431,21623,20320,27274,56,25087
2.0,1800.0,53.0,1,1,1.0,2477.809833,0,0,129,413,279,207,108,187,16507,956,334,11012,552,11102,343,93,25418
6.0,3000.0,47.0,3,1,2.0,5002.806952,0,0,420,226,217,815,363,688,1756,1253,166,1281,1374,1267,-666,3,18437
4.0,2000.0,54.0,1,1,1.0,3342.827968,0,0,925,8811,1245,1332,510,1345,25514,8304,8531,7626,9345,20840,23540,22,21085
3.0,5000.0,58.0,2,2,2.0,2535.967675,0,0,857,263,620,85,708,821,27765,24230,346,20068,27391,22079,27479,84,47244
8.0,4000.0,36.0,2,2,1.0,4239.603253,1,0,351,372,1064,1478,5271,1586,18319,17324,17384,16719,-999,-999,384,2,1243
9.0,3000.0,47.0,2,2,2.0,4256.242001,0,0,758,249,123,379,3146,2634,15843,3852,351,2230,4897,2843,3712,48,6894
3.0,2000.0,54.0,1,2,1.0,5111.356345,0,0,13,951,838,3706,8143,7238,13306,13517,3911,18191,19737,17761,13853,65,16022
4.0,2500.0,87.0,1,2,1.0,1705.011772,0,0,490,0,759,1418,936,1085,8271,6952,334,6023,8742,5815,7211,40,6163
3.0,3000.0,50.0,1,1,2.0,3430.810325,0,0,208,437,74,154,387,78,86,469,385,943,902,482,-666,-777,-777
6.0,3000.0,50.0,1,1,2.0,6009.366895,0,0,955,669,1978,1396,1838,3504,3033,2095,1691,9063,9202,6659,5839,-777,-777
5.0,1000.0,45.0,2,2,1.0,5175.721443,0,0,647,1240,1665,7076,6620,14636,23193,27390,22478,21627,28185,24764,20090,95,43271
2.0,1000.0,59.0,2,2,1.0,4392.040295,0,0,772,532,1801,1367,2165,2197,6509,1290,3535,4496,3177,7100,579,58,-666
7.0,3500.0,46.0,1,1,2.0,882.857194,0,0,728,72,541,839,904,895,1397,1224,421,1081,1539,1645,1444,-777,-777
4.0,3000.0,42.0,2,2,1.0,1766.921817,0,0,20918,25668,22769,20747,26002,24894,29132,25791,28132,26000,23019,20505,22668,-777,-777
4.0,2000.0,58.0,2,1,1.0,1768.664928,0,0,193,75,357,645,992,7964,7433,4977,99,1847,1913,2823,3669,79,8482
1.0,200.0,27.0,2,2,1.0,896.920432,1,0,19515,17003,17188,14749,14210,17471,15141,12352,17842,15323,15718,14479,19622,-777,-777
7.0,0.0,29.0,1,1,9.0,6289.365303,1,0,4521,12,1879,1350,1150,1863,4204,3678,98,3499,4948,4809,234,30,44483
1.0,2000.0,42.0,2,2,1.0,905.821041,0,0,441,491,589,975,562,660,805,761,226,533,656,858,905,-777,-777
2.0,10000.0,38.0,2,2,1.0,4546.85075,0,0,181,32,461,251,460,1888,7556,6484,279,8464,5316,5456,-666,12,5872
3.0,2000.0,48.0,1,1,1.0,6400.9528,1,0,174,159,970,822,992,503,8911,1467,662,5800,1662,1574,864,32,39396
9.0,1300.0,22.0,1,2,2.0,921.710236,0,0,236,417,24,355,1540,4634,2427,332,2221,203,355,483,329,-777,-777
9.0,1000.0,26.0,1,1,2.0,921.710236,0,0,98,98,17,1,9781,1777,9532,848,713,589,948,639,851,-777,-777
5.0,300.0,42.0,2,2,1.0,7380.95311,1,0,945,548,200,316,584,26533,29314,6237,3830,26217,26224,28269,22177,57,8355
8.0,5000.0,38.0,2,1,1.0,3691.948265,0,0,276,11,1029,1358,2968,5827,-666,10811,3621,12433,14444,11798,-666,-777,-777
5.0,1700.0,61.0,2,2,2.0,9257.634574,0,0,903,438,664,3202,6002,7419,15838,11651,729,12083,10540,11098,8887,110,78598
7.0,3500.0,47.0,1,1,2.0,3789.253194,0,0,187,142,116,450,263,464,612,234,463,405,25,433,94,-777,-777
5.0,2000.0,44.0,2,2,1.0,3852.467755,0,0,2671,212,346,3190,2646,2916,2719,2581,748,4195,2207,2126,2642,-777,-777
7.0,3000.0,36.0,1,1,2.0,3852.467755,0,0,3109,668,4608,4651,4421,5331,6008,8108,706,6213,6177,9250,9685,-777,-777
8.0,5000.0,55.0,2,2,1.0,3854.840807,0,0,-666,9095,-666,8301,-666,-666,-666,-666,-666,-666,-666,-666,-666,-777,-777
4.0,3000.0,56.0,2,2,1.0,9646.205722,0,0,435,63,304,280,59,1230,9485,3595,5425,26013,22073,-666,-777,69,16609
9.0,3000.0,49.0,1,2,2.0,8705.168458,0,0,648,742,1112,2977,4514,2313,8656,5343,1406,8821,6827,6435,8890,53,2936
5.0,150.0,29.0,2,2,1.0,2912.820514,0,0,9,821,1244,1483,15630,17376,25580,20109,656,24226,22914,27184,28643,10,15842
5.0,3000.0,31.0,2,2,2.0,5834.384073,0,0,190,615,567,808,1399,4359,25960,28091,3920,20038,16150,16137,18585,111,19565
4.0,320.0,31.0,1,1,2.0,3895.418079,0,0,874,794,4959,3686,1336,4775,10156,2823,3677,11287,15312,14813,3155,-777,-777
3.0,5000.0,42.0,2,1,2.0,973.85452,0,0,1349,190,2719,4990,4496,3612,4099,3622,542,3341,2561,3861,4807,-777,-777
3.0,5000.0,45.0,1,1,2.0,3905.450593,1,1,177,338,321,471,1596,1058,1615,1784,1467,1083,1126,1973,-666,96,38639
7.0,5000.0,45.0,1,1,1.0,7833.428317,0,0,42,475,175,87,352,685,962,707,76,848,869,730,833,-777,-777
5.0,500.0,41.0,2,2,2.0,2944.869695,0,0,14,988,1201,1354,1047,3588,7434,8217,457,8207,3087,7470,4493,-777,-777
1.0,2000.0,44.0,1,1,1.0,3932.630342,0,0,68,197,248,22,482,290,330,228,1541,1644,404,1712,617,-777,-777
6.0,500.0,49.0,2,2,1.0,6901.560724,0,0,1396,335,1418,1646,45,1859,1853,1168,1245,1958,1961,1781,-666,50,279
2.0,4000.0,46.0,1,1,1.0,3956.276928,0,0,867,614,1830,1711,1403,4314,5059,5366,691,6084,9009,9881,559,-777,-777
2.0,2000.0,44.0,2,2,2.0,992.752733,0,0,62,339,295,242,250,16426,23053,22565,93,20517,27062,26537,28350,-777,-777
9.0,1500.0,53.0,2,2,2.0,996.376447,0,0,753,319,356,178,117,2561,7996,1491,338,1550,1448,1209,1741,-777,-777
4.0,2000.0,45.0,2,1,1.0,7044.102556,1,0,118,236,866,1545,4780,4516,13553,4907,62,4128,2995,10035,15798,56,28764
5.0,1000.0,23.0,2,2,1.0,5035.125,0,0,4531,4093,2977,4999,2080,29355,22272,24441,25638,25068,26398,29496,29735,100,9146
9.0,1500.0,45.0,2,2,1.0,6044.630155,0,0,294,220,357,172,882,407,22196,2849,32,27651,2639,3652,2636,20,13317
2.0,1500.0,51.0,2,2,1.0,1010.080221,0,0,827,1485,1344,1070,1936,1778,4315,1873,232,4562,3329,4371,13,-777,-777
7.0,5100.0,41.0,2,2,2.0,2024.335963,0,0,756,998,523,4859,4972,2819,5814,6860,8284,953,3926,4453,3576,41,11628
3.0,2000.0,50.0,1,1,2.0,4057.615362,0,0,264,296,157,426,358,516,650,663,422,823,726,691,-666,76,22980
7.0,4000.0,26.0,1,1,1.0,2028.863583,0,0,2146,346,60,3512,4673,2357,6982,1060,1403,4577,2060,2303,4251,-777,-777
6.0,650.0,20.0,2,2,1.0,8128.646174,1,0,762,832,813,1767,1134,1430,9502,9878,610,923,-666,7246,-666,18,5764
4.0,1000.0,51.0,1,1,2.0,1019.227764,0,0,1903,642,620,1339,1211,1566,3947,1728,840,4995,3825,2825,-666,-777,-777
5.0,1000.0,34.0,2,2,2.0,1019.227764,0,0,421,168,609,871,565,1178,23600,1089,1318,23903,20142,21547,1089,-777,-777
4.0,300.0,58.0,1,1,1.0,1027.335617,0,0,810,669,1652,1267,3054,1685,14340,2967,1683,16020,8836,11786,8003,30,6092
3.0,5000.0,35.0,1,1,2.0,6170.635606,0,0,315,560,839,862,549,1297,2359,4191,316,1715,1318,672,826,113,-777
9.0,2000.0,59.0,2,2,1.0,5144.570455,0,0,192,443,458,270,303,632,859,559,307,910,233,264,73,76,10008
1.0,4000.0,38.0,1,1,1.0,2062.444419,2,1,189,133,258,379,306,1584,4491,4032,420,1914,444,156,479,11,11757
8.0,25000.0,50.0,2,2,2.0,8268.952693,0,0,817,557,786,1629,1101,25872,26372,27758,484,26762,29468,407,415,109,5272
4.0,3000.0,29.0,1,2,2.0,4135.96736,0,0,757,589,973,719,856,1948,4417,1356,511,8463,6720,9824,6513,81,1350
9.0,15000.0,43.0,2,2,9.0,5173.165389,0,0,7718,242,236,242,457,117,823,9787,75,7925,377,7028,9026,53,19033
8.0,1000.0,43.0,1,1,2.0,4150.703645,0,0,142,352,1238,1626,2952,7297,14259,16989,233,14591,15604,10178,14782,4,145
9.0,0.0,49.0,2,2,9.0,4154.402754,0,0,739,586,759,949,1456,8533,16191,22688,799,28990,873,25540,27581,85,3214
9.0,35000.0,41.0,2,2,2.0,2079.437644,1,0,1985,1854,588,1041,2709,1985,12496,8927,1452,1964,1235,1620,1254,-777,-777
5.0,2000.0,33.0,2,2,1.0,8334.257802,0,0,-666,27392,21931,29066,28085,22055,-666,-666,2151,-666,-666,-666,-666,175,9441
5.0,500.0,33.0,1,1,2.0,6277.25,0,0,82,368,498,399,737,8376,12443,2142,836,7893,3574,5693,2633,116,39990
2.0,1000.0,46.0,2,2,1.0,1046.311017,0,0,486,347,229,288,312,408,9394,8373,133,7747,966,7896,-666,16,10089
5.0,1000.0,33.0,2,2,1.0,4196.75,0,0,1168,4038,1131,1561,8493,7467,14793,11616,5721,16600,18864,18439,11651,49,4217
3.0,4000.0,53.0,1,1,1.0,1050.347816,0,0,433,64,151,491,20676,29599,518,623,632,22214,515,26994,543,74,12467
8.0,1200.0,54.0,2,2,1.0,2110.410987,0,0,7294,128,365,451,212,7612,19937,14107,10,16408,16509,10667,15248,31,12917
3.0,1000.0,58.0,2,2,1.0,2110.410987,0,0,725,842,1292,1413,3169,4493,22100,21304,1728,25629,8011,26078,-666,121,17737
9.0,400.0,23.0,1,2,2.0,1058.033384,0,0,40,800,757,637,541,897,22914,729,754,-999,747,845,582,34,12044
5.0,200.0,56.0,2,2,2.0,1059.840221,0,0,1822,1234,1750,1863,1474,22132,20154,7038,1780,28465,21675,29951,-666,85,9929
8.0,4500.0,43.0,2,2,1.0,4239.603253,0,0,930,1327,1276,1631,1413,3774,-666,13155,980,-666,1101,3909,17502,29,663
9.0,1000.0,43.0,2,2,2.0,1061.9185,0,0,195,392,400,189,453,484,578,993,415,815,22,6,549,35,18683
2.0,2000.0,55.0,2,2,1.0,7436.75,0,0,3511,1492,1376,1753,3924,2474,3803,2699,3252,2588,2792,4040,21758,14,3951
5.0,500.0,26.0,2,2,1.0,1070.25,0,0,3476,1553,1253,1121,1562,1825,1283,1131,118,3231,2266,2482,4775,14,16538
6.0,1500.0,34.0,2,1,1.0,4285.273657,0,0,373,485,105,49,457,203,626,569,129,839,477,1352,134,32,1883
6.0,2500.0,24.0,1,2,1.0,2148.833595,1,0,165,580,979,594,286,989,758,2896,160,357,2777,7881,526,7,443
5.0,1000.0,33.0,1,1,1.0,1074.464968,0,0,855,1687,1939,1321,3621,4731,19884,16008,17989,14895,14444,15293,14308,26,19107
5.0,800.0,22.0,1,1,1.0,1074.464968,0,0,1347,820,1559,1495,1420,4496,7317,9009,315,6007,9205,7130,9863,2,15907
6.0,3000.0,50.0,1,2,2.0,12900.434431,0,0,146,356,895,623,895,1764,1703,1731,89,1482,1282,859,500,37,82513
7.0,3000.0,58.0,1,1,1.0,4301.314437,0,0,254,320,135,100,203,932,608,823,224,966,673,503,893,-777,-777
4.0,3000.0,48.0,1,1,1.0,4305.480864,1,0,368,219,534,684,1759,736,713,994,166,412,308,33,4092,-777,-777
5.0,800.0,89.0,2,2,1.0,1078.559627,0,0,203,148,569,660,749,11618,23394,29957,5,22046,28090,28949,25177,4,12004
9.0,2000.0,46.0,2,2,2.0,5392.798134,1,0,189,428,206,326,354,4311,3897,3310,684,4034,3350,4039,4756,57,87668
5.0,600.0,32.0,2,2,1.0,4315.125,0,0,3388,435,3591,3320,2188,4793,2647,3390,6,7631,7306,8254,9722,56,8339
3.0,1000.0,56.0,2,2,1.0,1090.531162,0,0,255,27,7,145,5852,5436,23640,26514,273,28175,24280,26448,22653,23,-666
3.0,2000.0,50.0,1,2,1.0,1091.183224,0,0,18,206,903,868,750,941,9742,1281,885,6525,1480,7732,1150,62,11031
3.0,0.0,29.0,2,2,2.0,1094.718965,0,0,373,398,394,363,322,877,23630,28601,75,22979,23416,25228,72,25,-666
2.0,2000.0,22.0,2,2,1.0,1095.557957,0,0,422,376,280,465,15,2653,4001,2841,3743,4812,2922,4723,2968,52,16341
4.0,3000.0,41.0,2,1,1.0,4411.248774,2,0,375,841,638,528,563,1852,4284,1027,945,1248,1768,756,1827,-777,-777
6.0,1000.0,51.0,2,2,1.0,1103.571492,0,0,95,11,122,411,1019,3094,4896,4114,23,3447,4460,390,3036,-777,-777
2.0,2000.0,49.0,2,2,1.0,7760.609524,3,0,521,633,756,836,3731,546,24702,27282,928,25368,20973,24775,22622,1,5407
3.0,2000.0,40.0,1,2,2.0,2222.176486,0,0,10221,-666,19127,13222,17401,10563,-666,16333,14940,13005,11478,18302,-666,-777,-777
9.0,600.0,47.0,2,2,2.0,6711.857379,0,0,12,420,472,256,312,10,17235,17152,133,19459,13557,10681,13747,46,77529
6.0,1000.0,36.0,1,1,1.0,2242.30108,0,0,150,151,1233,1155,757,3245,8461,1020,7282,6853,6535,5456,5415,-777,-777
5.0,4000.0,44.0,2,2,1.0,4488.6023,0,0,618,296,989,642,618,611,21319,21321,273,23725,22907,28941,22898,76,8839
9.0,2000.0,54.0,2,2,1.0,2244.916462,0,0,232,922,406,525,790,3960,4318,3572,88,2657,4916,4080,2036,34,16157
6.0,3000.0,35.0,2,2,1.0,12399.154715,0,0,29296,7507,9723,8331,6145,4744,29314,17363,4294,21983,15424,29495,21218,21,18628
2.0,3000.0,29.0,2,2,1.0,4541.260482,0,0,759,867,908,757,950,5245,5226,9456,967,7921,8480,7778,6582,34,6205
8.0,3000.0,41.0,2,2,2.0,1143.93318,0,0,845,626,717,1034,1429,2171,2165,2126,450,4505,3375,3193,703,19,912
2.0,2000.0,40.0,2,2,1.0,10302.172879,0,0,329,804,972,931,4285,3557,28278,29909,969,27860,27749,26412,29445,48,30725
6.0,5000.0,55.0,2,1,1.0,9167.325439,0,0,791,422,367,100,720,1732,6055,551,4125,4043,4038,4648,4620,62,82635
8.0,3000.0,27.0,1,1,1.0,6907.169984,0,0,130,315,19,379,187,1478,8303,1290,354,388,7682,8110,392,105,1774
2.0,4000.0,59.0,2,2,1.0,10378.793392,0,0,146,249,683,634,4609,21585,26469,24410,389,27544,28562,26333,29264,116,33591
5.0,2000.0,27.0,1,2,1.0,3479.389241,0,0,603,517,1367,1160,1850,6969,21975,22787,1890,28002,26538,12375,-666,95,32858
6.0,1000.0,70.0,2,2,2.0,6992.448775,0,0,932,829,1084,1342,1394,1904,25473,13021,806,14753,1700,25444,21189,103,12763
5.0,2000.0,56.0,1,2,1.0,5830.25,0,0,8632,4365,8169,5539,9130,13170,22304,29466,4288,26833,25912,24917,27980,105,14421
5.0,900.0,39.0,2,2,2.0,9340.490968,0,0,4969,2486,2434,3070,3914,2685,24461,14784,1054,12661,12382,19879,7284,65,42460
5.0,1500.0,34.0,1,1,1.0,3528.414912,0,0,2037,379,100,57,1106,3448,6393,7893,209,12993,17106,19485,10790,20,1577
8.0,3000.0,29.0,1,1,1.0,4705.321031,0,0,249,707,4792,4932,3069,2959,-666,7167,3965,8634,5733,-666,-666,47,11996
9.0,2500.0,25.0,1,2,2.0,8238.676007,0,0,387,443,431,537,448,8780,22928,29691,6908,14939,10371,12764,6710,29,17635
9.0,5000.0,23.0,1,2,1.0,1182.283075,2,0,237,45,583,392,1825,1056,4584,4225,112,28123,23600,3929,3357,-777,-777
5.0,320.0,38.0,1,1,1.0,4729.216824,0,0,2810,3882,4852,4546,4764,2409,4611,4839,3297,3095,3018,3506,3673,-777,-777
5.0,2000.0,44.0,2,2,1.0,4738.797738,0,0,28924,2053,9417,5190,7865,29396,23134,27503,13019,29999,24288,20745,28477,73,15811
9.0,3500.0,53.0,2,2,2.0,14222.221911,0,0,383,252,569,864,520,3004,14965,15967,1973,17483,517,10766,18990,42,39912
9.0,3000.0,34.0,2,2,2.0,8298.758904,0,0,494,95,750,3402,4077,28974,2831,2661,218,3450,2894,2669,3169,59,6301
8.0,1000.0,22.0,2,2,1.0,1186.883078,0,0,832,605,1093,1926,1852,3524,3928,3062,248,3079,2434,2488,648,-777,-777
8.0,1000.0,33.0,1,2,2.0,4748.223274,0,0,1802,991,865,779,585,925,900,6558,39,10326,17966,13898,5034,29,8515
5.0,600.0,49.0,2,2,1.0,11877.005814,2,0,16772,12429,4140,2431,2590,8961,28907,9365,1491,12398,10306,16001,-666,42,8446
8.0,3000.0,58.0,2,2,2.0,9504.252964,0,0,709,3177,880,814,1154,2553,20120,1954,1455,2110,4343,25861,27044,33,53195
5.0,3000.0,48.0,1,2,1.0,8334.257802,0,0,847,922,1305,1053,1426,9844,24147,24153,1638,23762,23941,13445,-666,9,9284
1.0,800.0,23.0,2,1,1.0,2391.303472,0,0,1587,332,209,385,325,224,2007,1441,419,1319,1291,1550,230,-777,-777
9.0,2500.0,50.0,2,2,1.0,4799.663646,0,0,232,60,69,592,1791,1073,27373,3687,61,27884,1161,1971,-666,102,15818
1.0,4000.0,50.0,1,1,1.0,1200.0,0,0,138,281,427,468,104,279,72,832,235,263,984,809,496,-777,-777
7.0,0.0,18.0,1,2,1.0,3603.274903,0,0,466,301,364,180,47,18,-666,73,33,25365,-666,-666,4,34,8774
7.0,8000.0,46.0,2,1,2.0,6029.393797,0,0,898,297,649,855,179,520,28869,541,32,527,634,866,924,50,20715
6.0,4000.0,34.0,1,2,1.0,4831.04555,0,0,23,316,54,796,706,1957,1232,1078,1350,1267,983,597,948,-777,-777
5.0,250.0,23.0,1,2,1.0,4859.045955,1,0,591,216,206,5,7428,15776,11270,7848,567,14819,14386,19160,19601,37,10247
6.0,1000.0,38.0,1,1,2.0,1217.31815,0,0,132,461,81,165,33,8042,755,-999,407,894,595,961,520,-777,-777
5.0,1000.0,29.0,2,2,2.0,1217.31815,0,0,449,103,769,532,1034,1290,13300,-999,104,18065,17055,15027,21,-777,-777
6.0,1000.0,29.0,1,2,2.0,1223.073316,0,0,81,297,864,681,536,295,842,564,371,640,664,186,438,-777,-777
7.0,5000.0,29.0,1,1,2.0,4892.293266,0,0,3421,1408,3907,3818,2000,4948,5271,6070,18470,17304,18614,15816,16781,-777,-777
8.0,10000.0,28.0,1,1,1.0,6140.730597,0,0,382,217,984,774,1900,1947,2358,772,3881,2723,4595,1595,1344,49,39304
3.0,2000.0,51.0,1,1,2.0,6144.318701,0,0,433,264,303,435,373,-999,936,643,699,545,957,568,-666,97,96902
9.0,2000.0,48.0,1,2,1.0,1228.946982,1,0,187,456,715,602,619,713,20744,22910,284,20520,404,489,297,-777,-777
5.0,1200.0,21.0,1,1,2.0,1228.946982,0,0,299,334,343,80,817,510,574,724,262,2270,2504,565,2797,-777,-777
5.0,3000.0,24.0,2,2,1.0,2459.745381,0,0,1422,502,961,762,588,3501,2545,2396,2554,4826,2393,-999,1713,62,46561
1.0,4000.0,50.0,1,1,2.0,8616.100973,1,0,338,35,146,189,155,39,324,414,329,937,700,921,373,-777,-777
9.0,6000.0,34.0,2,2,1.0,4925.766983,1,0,2276,302,30,459,640,388,4109,1084,370,3970,1659,1858,1427,55,8632
9.0,3500.0,28.0,2,2,2.0,4926.932722,0,0,14192,13,496,371,339,792,14427,-999,499,12145,985,17356,26352,55,18666
2.0,10000.0,54.0,1,1,1.0,3700.0,0,0,364,156,137,926,494,-999,8421,480,6048,6770,245,5598,-666,-777,-777
9.0,2000.0,28.0,2,2,2.0,2468.744562,0,0,1634,1958,4635,2982,7652,7547,16441,13925,1045,4013,3377,4175,4808,63,30834
5.0,300.0,23.0,2,1,1.0,4946.921854,0,0,7370,447,3164,4263,3418,6285,5063,5372,9495,11384,6070,10625,18002,3,11196
7.0,5000.0,21.0,1,1,1.0,4950.25,0,0,5716,726,1382,1990,25528,3767,25012,29005,29927,2245,3573,3089,-666,30,15261
3.0,3000.0,50.0,2,2,1.0,2477.809833,0,0,124,427,45,372,22296,27836,29482,20888,760,25317,23478,25768,24340,-999,35644
9.0,1000.0,43.0,2,1,2.0,8686.259492,1,0,473,256,161,31,391,208,26050,23903,187,26293,373,28765,134,59,14685
7.0,5000.0,46.0,1,1,1.0,6217.25,0,0,226,282,4000,3929,2418,4180,6217,1438,4194,4071,3405,6993,-666,44,47756
8.0,1500.0,74.0,2,2,1.0,2487.491935,0,0,788,543,540,910,693,1253,17691,13516,876,16280,1327,1374,1385,55,46288
3.0,5000.0,58.0,2,2,2.0,2487.491935,0,0,36,600,662,1957,2160,4622,13528,15889,675,14692,18018,19312,1465,74,44980
