province_code,Q229NETINCOME,Ageofhead,Q61035POLICE,Q61038LIGHT,Q224ANOMONEY,income,Total_IOPBV,Total_number_of_convictions,Q531FOOD,Q531PUBTRAN,Q531PREPRIM,Q531PRIM,Q531SECOND,Q531CLINIC,Q531HOSPITAL,Q531POLICE,Q531RELIG,Q531BANK,Q531POSTOFF,Q531WELFARE,Q531MULTI,Q653AREA,Q658VALUE
9.0,50000.0,49.0,2,2,2.0,27089.749612,0,0,454,926,1567,3474,9,497,19300,11389,400,20891,12731,24034,13380,68,96023
9.0,1500.0,47.0,2,2,2.0,20321.070214,0,0,490,240,421,448,289,5859,21439,23521,205,29509,7421,7797,5973,95,9572
2.0,5000.0,57.0,2,2,1.0,60978.896247,0,0,1000,906,1187,1805,3721,1248,19532,18820,73,13910,1618,14778,15197,112,15575
7.0,5000.0,42.0,1,1,2.0,54207.240574,0,0,255,8,160,117,92,746,787,53,346,591,523,696,157,69,672144
2.0,12000.0,71.0,2,2,2.0,47434.271546,0,0,99,370,3084,4008,3013,4975,9400,5887,1636,9550,5113,8613,5967,108,127971
5.0,850.0,32.0,2,2,1.0,13556.930338,1,0,300,480,-666,1894,2628,3693,21720,22360,420,20494,20078,24552,-666,65,27670
8.0,4000.0,64.0,1,1,1.0,27117.917694,0,0,292,470,265,933,680,2778,8992,1399,3245,1453,1282,9039,1064,62,47734
1.0,10000.0,45.0,2,1,1.0,27119.518387,0,0,532,162,206,87,215,649,980,844,454,1000,808,563,750,116,-777
9.0,2000.0,20.0,2,2,2.0,20347.359034,1,0,331,407,284,755,565,1686,23784,8882,341,28554,1485,1529,-666,47,46551
7.0,3000.0,26.0,2,1,2.0,20347.359034,0,0,7483,990,1686,1313,1074,8939,7864,14940,799,5266,3811,4520,-666,87,28385
9.0,3000.0,46.0,2,1,2.0,27131.25,0,0,703,359,618,641,694,-666,29870,22803,335,22340,22372,21074,-666,184,51011
7.0,2000.0,46.0,1,1,2.0,40711.154971,0,0,70,482,347,133,154,491,942,956,417,24,113,33,478,48,-777
6.0,1000.0,58.0,1,1,1.0,27143.614141,3,0,275,383,484,94,230,506,6515,7854,9956,9294,7284,8575,5102,37,413482
1.0,5000.0,48.0,1,1,1.0,74655.005548,0,0,7,86,719,1783,4886,3549,5396,9315,617,5046,5490,6641,7830,-777,-777
9.0,1800.0,90.0,2,2,1.0,20363.01492,1,0,942,1148,1257,821,3742,2346,15524,13792,1012,28284,17397,12920,-666,51,2227
6.0,5000.0,49.0,2,2,2.0,27154.971432,0,0,101,234,510,698,785,20579,24357,21340,884,25947,21416,788,773,15,48879
7.0,5000.0,63.0,2,1,2.0,101845.81389,0,0,4592,389,248,479,463,3408,3962,4861,76,4560,2359,3288,4128,108,79898
9.0,2100.0,23.0,2,2,2.0,27162.763131,0,0,1289,1302,1415,1332,1304,1453,5647,8808,1300,6456,5081,23640,24463,128,206267
6.0,5000.0,39.0,1,1,2.0,20376.033137,0,0,209,399,807,545,1809,1027,8996,8680,592,-666,1679,9338,-666,33,45298
5.0,2000.0,79.0,2,2,1.0,67935.627748,0,0,725,251,-666,2437,3330,7215,28958,24427,639,27794,27529,29144,-666,174,122710
2.0,2000.0,61.0,2,2,1.0,20380.852801,0,0,986,183,1067,1871,1711,1929,1063,1702,4888,2275,3577,2943,2653,53,6795
1.0,10000.0,67.0,1,1,2.0,67958.156842,0,0,70,371,24,255,940,1783,1153,1989,1025,1378,1571,1851,475,118,-777
2.0,600.0,26.0,2,2,1.0,6796.581199,0,0,676,987,223,416,843,4410,22204,10832,725,26689,27020,20603,28442,58,21988
5.0,400.0,49.0,2,2,1.0,6796.581199,1,0,271,124,1466,1148,1229,3087,16600,10564,904,17600,15964,18692,-666,11,45191
1.0,10000.0,60.0,1,1,1.0,40780.15801,0,0,327,139,606,1794,1017,1987,-666,1327,25,1490,1961,-666,1389,-777,-777
5.0,2800.0,33.0,2,2,2.0,33985.730534,0,0,687,831,510,925,1546,4498,4611,2162,937,3046,4642,4508,-666,-777,-777
3.0,2000.0,26.0,2,1,1.0,6798.7216,0,0,15,354,496,311,626,515,6348,2863,3435,2826,1505,1674,1925,69,55989
9.0,1400.0,70.0,2,2,2.0,54391.287637,0,0,115,57,341,324,291,355,18852,284,98,15115,204,11794,422,142,59740
4.0,3460.0,50.0,9,1,2.0,47594.225299,2,0,458,310,69,283,96,4775,672,1000,236,4759,722,4970,1641,13,3627
6.0,2080.0,60.0,2,1,2.0,27199.011929,0,0,5,81,5,365,386,170,9776,8393,2711,7806,8399,3495,2110,43,19022
5.0,4500.0,67.0,1,1,2.0,68013.162837,0,0,22,85,790,807,847,634,3377,837,476,501,993,720,881,65,18266
8.0,2000.0,26.0,2,2,2.0,27210.766627,0,0,1555,922,1000,1069,2132,1501,26253,22292,1285,26311,971,27248,20305,41,59836
9.0,5000.0,73.0,2,2,2.0,54427.126359,0,0,273,515,895,576,242,8125,27677,28710,511,27311,24372,21483,925,76,62561
6.0,5000.0,71.0,1,2,1.0,27222.483865,0,0,3008,6161,1637,1290,22799,3124,22345,5911,1183,26552,1269,24503,26654,31,-666
7.0,10000.0,52.0,1,1,2.0,47652.131201,0,0,266,261,1195,1584,3571,9774,6078,8674,45,18533,2975,2714,2967,-777,-777
1.0,3000.0,51.0,1,1,1.0,34040.769328,0,0,42,132,400,317,117,329,308,285,447,6,188,25,56,31,20605
5.0,2000.0,67.0,2,2,2.0,34040.769328,0,0,5957,852,2768,2309,9430,8957,24486,5816,2836,25147,5576,26240,-666,216,44136
2.0,1450.0,50.0,1,2,1.0,13616.824737,0,0,62,924,541,556,737,1090,1207,1333,11,1660,1881,1557,343,42,34860
6.0,2000.0,31.0,2,1,2.0,34067.855658,0,0,29791,14,452,151,211,469,27355,20797,792,29692,26191,23984,860,45,3520
1.0,4000.0,42.0,1,1,2.0,34071.273808,0,0,256,109,1641,1910,3443,3584,6105,5351,719,5781,9848,7864,7365,-777,-777
6.0,2000.0,60.0,1,2,2.0,47700.785093,0,0,108,127,47,958,655,3746,15812,1772,460,26977,578,29326,28567,210,-666
2.0,1500.0,35.0,2,1,2.0,27261.34815,0,0,696,610,618,518,824,652,645,751,942,774,560,996,731,83,88875
2.0,5000.0,63.0,2,2,2.0,20450.501616,0,0,589,758,675,785,850,1961,1964,1221,1396,1231,1625,1836,1631,-777,-777
3.0,5640.0,71.0,2,2,1.0,61361.816641,0,0,361,100,595,820,2403,28163,27616,20469,32,24265,24133,26194,25365,74,426540
6.0,5000.0,61.0,1,1,1.0,47741.187145,0,0,103,1063,327,136,30,276,14413,3997,131,15626,4384,12015,1949,91,30142
2.0,3000.0,63.0,2,2,1.0,40922.066658,0,0,549,111,468,395,731,1078,4487,3623,2286,4425,3498,4298,4463,60,20080
5.0,2500.0,37.0,1,1,2.0,6821.039365,0,0,1939,1844,1012,1628,1129,1913,1172,1256,1382,1982,1666,3770,3227,-777,-777
9.0,2000.0,31.0,2,2,1.0,27284.413462,0,0,104,1497,1433,1595,2250,13489,23150,19534,133,24764,12644,11097,27897,115,-666
2.0,1500.0,56.0,1,2,2.0,40928.992736,0,0,89,194,527,718,929,616,1210,1341,480,1270,1544,1546,243,31,2207
9.0,1370.0,75.0,2,2,2.0,6823.988001,0,0,233,6,187,382,251,768,909,745,288,24115,204,4292,107,110,67114
9.0,600.0,23.0,1,2,1.0,13648.71546,2,0,718,726,-777,-777,-777,-777,-777,-777,1970,-777,1456,-777,-777,31,57661
2.0,5000.0,61.0,2,2,2.0,20476.225858,0,0,1489,409,1793,1956,1195,542,27298,9164,979,27449,23552,24294,-666,30,18074
2.0,5000.0,73.0,2,2,2.0,54652.037237,1,0,56,88,479,464,746,629,891,892,174,689,597,743,800,72,30537
8.0,7000.0,59.0,1,1,2.0,40989.246681,2,0,259,89,314,305,304,161,810,1722,133,3065,2956,4257,4316,106,-777
9.0,3000.0,46.0,2,2,1.0,34159.987479,0,0,435,99,474,209,4648,6797,29230,29612,232,24329,25907,27986,15975,77,43626
7.0,2000.0,33.0,1,1,2.0,47826.069434,2,0,-999,229,437,316,336,1680,2334,4524,171,3265,2290,3935,4404,-777,-777
5.0,10000.0,39.0,2,1,2.0,20500.343944,0,0,863,37,903,903,765,700,6642,615,1702,1752,1020,1527,1098,-777,-777
6.0,800.0,53.0,2,1,1.0,27345.943139,0,0,85,406,116,456,466,345,-666,-666,254,-666,307,-666,-666,102,91051
9.0,2000.0,53.0,1,2,2.0,13677.552072,0,0,355,129,449,315,32,855,13389,336,279,12255,987,19468,12886,76,38287
2.0,5000.0,34.0,1,1,1.0,20522.45578,0,0,162,84,296,5248,8,320,27796,158,277,20026,365,434,23047,8,5681
2.0,600.0,19.0,2,2,2.0,6841.245298,0,0,1998,1978,451,1522,1026,4664,5217,9580,150,9733,8905,5374,-666,76,16566
9.0,1500.0,51.0,1,2,2.0,41048.690901,0,0,270,131,354,40,646,714,11266,11969,429,18838,791,718,-666,105,79610
2.0,1000.0,55.0,1,1,1.0,27369.257926,0,1,193,64,25,92,101,981,2644,2690,367,9666,8688,5810,702,70,48517
6.0,7000.0,52.0,1,1,2.0,41054.753955,0,0,773,238,700,916,805,-999,-999,920,143,14135,14110,6024,484,47,10561
1.0,11500.0,37.0,1,1,1.0,27371.420583,0,0,380,5,251,86,132,1967,269,478,164,1782,202,205,303,51,-777
2.0,7000.0,21.0,2,2,1.0,13686.25,0,0,377,354,387,161,21135,14642,23588,21691,276,26685,23077,29533,25704,38,209040
4.0,3000.0,60.0,1,1,1.0,6844.08839,2,0,81,180,714,696,894,511,-666,287,130,4029,4532,90,442,21,16048
5.0,5000.0,57.0,1,2,2.0,61618.307975,0,0,477,307,705,110,1690,9737,5288,6536,59,9249,5541,9063,-666,293,164990
6.0,900.0,59.0,2,2,2.0,13693.65504,2,0,863,761,717,905,6968,7247,13640,8579,527,581,724,13127,711,49,16018
9.0,4000.0,37.0,2,2,2.0,20558.140167,0,0,3972,4459,3921,9355,7269,9762,9115,6694,6022,5253,7175,6039,9801,50,213376
5.0,1000.0,42.0,2,1,1.0,47974.155262,1,0,1847,1759,2678,4359,6757,12241,7473,1446,4609,1994,1180,5986,8511,114,441737
8.0,5000.0,55.0,1,2,2.0,41122.054684,1,0,1325,2000,1819,3040,2159,8164,22531,9995,816,5015,5255,5082,9900,102,28350
8.0,1500.0,42.0,2,2,2.0,41133.101337,1,0,475,530,969,2100,2003,2952,4683,4608,698,2695,4540,4548,2507,38,221691
6.0,3000.0,53.0,1,1,1.0,54847.436899,0,0,692,207,901,982,987,17018,15488,-999,265,12111,19418,10983,2585,42,263284
4.0,4000.0,45.0,2,2,2.0,34287.682743,0,0,497,67,596,1365,3204,2443,15302,2617,371,4291,4462,16170,11527,44,29983
5.0,2000.0,70.0,1,2,2.0,20575.125,1,0,683,748,676,897,862,820,22588,769,756,22836,897,613,699,37,9315
9.0,1950.0,72.0,2,2,1.0,34307.971379,0,0,48,470,709,1322,528,3743,9797,5031,2870,7864,8861,9547,8546,-999,48243
4.0,10000.0,70.0,1,2,2.0,41179.849236,0,0,95,80,701,987,1713,3137,-999,7659,438,-999,6623,6242,-999,234,91851
9.0,5000.0,48.0,2,2,1.0,20590.764302,0,0,1119,1362,1233,2985,4526,2539,8844,2905,5051,4610,1161,5531,9516,30,248672
4.0,1350.0,68.0,2,2,1.0,20590.838893,1,0,3740,1664,1754,3845,3203,6167,8857,7625,1085,8457,8974,5767,9535,109,-777
1.0,5000.0,70.0,1,1,1.0,27454.572811,1,0,690,981,709,562,486,439,804,712,545,906,856,877,771,42,58311
8.0,5000.0,70.0,2,2,1.0,20592.85356,0,0,1618,667,1449,1352,1938,1886,-666,-666,108,-666,-666,-666,-666,53,28817
5.0,700.0,52.0,2,2,1.0,41187.603447,0,0,5302,2644,548,745,8402,27341,25224,9027,1297,24718,24696,25896,20448,56,19567
8.0,4000.0,63.0,1,2,1.0,48055.167872,0,0,483,312,257,500,137,4486,29797,17398,60,6041,9112,8342,161,78,7239
6.0,6000.0,49.0,1,1,2.0,102992.35885,0,0,89,357,230,525,561,596,24828,4094,85,3559,3571,4621,4388,229,-777
2.0,1000.0,49.0,2,2,1.0,6868.116113,0,0,644,32,424,397,2956,13096,19778,11026,85,17289,15244,19009,122,64,48887
9.0,4000.0,72.0,2,2,2.0,61819.601539,0,0,13259,98,43,2,420,866,11690,11576,50,29318,11748,20056,24755,198,159225
2.0,5000.0,43.0,2,2,2.0,6869.988186,0,0,446,1871,533,921,1074,2944,8617,6286,518,25706,21331,25610,-666,87,5165
5.0,1000.0,38.0,2,2,2.0,34350.138709,0,0,398,75,178,-999,1430,1702,18966,19181,19457,13550,19714,17107,10880,65,38567
7.0,1300.0,29.0,1,1,2.0,27485.450488,0,0,2322,1977,4630,4123,3710,6413,15516,7018,3874,8882,5636,9338,7324,-777,-777
5.0,800.0,42.0,1,1,1.0,6872.240656,0,0,10,343,1082,1578,1399,3177,22728,4346,664,1469,1553,98,339,-777,-777
5.0,5000.0,39.0,2,1,2.0,6873.476022,0,0,4856,43,3490,5306,5478,16593,10475,18271,3422,7725,7951,14288,12797,1,7149
7.0,600.0,27.0,2,2,1.0,48129.621679,0,0,1389,972,752,605,889,1156,2016,1357,2885,4688,4307,3904,1190,51,65323
8.0,1700.0,35.0,2,2,2.0,27509.566859,0,0,688,892,1625,1456,3443,1018,11099,-999,908,11346,-666,16027,15800,56,15769
2.0,4500.0,40.0,1,1,1.0,13759.46818,0,0,423,510,145,416,1062,588,11937,834,776,1254,1413,18194,763,56,98533
1.0,5000.0,39.0,1,1,1.0,48160.624939,1,0,559,51,329,66,486,823,584,975,782,588,758,-777,559,-777,-777
9.0,1300.0,64.0,1,2,1.0,20645.088226,0,0,408,351,277,87,455,926,6531,14529,453,16908,12023,15965,394,45,13921
9.0,2920.0,68.0,2,2,2.0,55066.103624,0,0,210,494,69,263,42,327,2000,1340,48,1917,387,396,0,48,14378
6.0,1200.0,29.0,2,2,2.0,27534.742795,1,0,672,866,1599,1041,1795,1112,7681,8068,974,699,8048,7006,-666,15,5640
7.0,1500.0,48.0,2,2,2.0,34421.199541,1,0,6626,1831,1400,1887,2560,1156,26729,9629,651,7863,6571,8684,6401,-777,-777
6.0,2500.0,64.0,2,2,2.0,34441.798469,0,0,63,447,51,751,1766,1759,22536,9113,251,22095,696,28914,28079,49,23553
4.0,5000.0,56.0,1,1,1.0,34442.368598,2,0,3220,1032,1074,1972,1599,1973,2189,4927,3704,4235,2890,2176,25635,12,26553
7.0,10000.0,57.0,2,2,2.0,48240.132378,0,0,5848,481,128,44,1624,493,7993,1386,7164,5269,5362,6711,7298,91,124318
5.0,1500.0,48.0,2,2,2.0,48245.426176,1,0,803,873,538,581,1000,992,610,525,586,784,835,1000,904,215,-666
4.0,3000.0,54.0,2,2,1.0,27572.203253,1,0,595,1314,1977,1933,1130,1655,3034,4889,4700,9587,7155,9769,6508,39,48414
1.0,1700.0,43.0,1,1,2.0,27581.344914,0,0,4960,3464,4320,2921,2595,3996,4864,4095,4297,4807,2786,4339,3638,44,-777
3.0,1100.0,50.0,1,1,2.0,41397.816566,0,0,365,90,132,272,1622,1573,1940,2618,675,4506,4724,2427,-666,44,-999
6.0,5000.0,38.0,2,2,1.0,27600.0,0,0,3156,1843,3112,2431,4074,4412,29710,27126,46,20481,27031,20832,26991,-777,-777
2.0,4000.0,39.0,2,2,2.0,41405.906211,0,0,1760,1638,2621,4889,4445,2422,20270,20954,3437,21041,2709,20615,4004,78,42563
9.0,6000.0,52.0,2,2,1.0,20706.314168,3,0,-777,-777,-777,-777,-777,-777,-777,-777,-777,-777,-777,-777,-666,112,34978
8.0,3000.0,20.0,2,2,2.0,20707.710411,0,0,135,225,930,632,787,519,2357,2054,316,3239,3111,2752,3038,66,21460
2.0,5000.0,57.0,1,1,2.0,48341.918305,0,0,663,402,456,246,126,124,917,892,277,534,881,31,203,31,93855
5.0,1500.0,35.0,2,2,2.0,62176.773554,0,0,2333,3410,3749,8707,6615,8780,22804,15824,7423,27344,21522,22759,-666,30,1197
9.0,500.0,35.0,2,2,1.0,20729.117493,1,0,876,896,620,876,681,1699,9448,18820,619,1735,1454,1106,-666,19,48073
8.0,1000.0,77.0,2,2,2.0,34550.25,0,0,620,736,980,843,1999,7541,25747,26497,1220,21472,27766,23616,24135,7,10041
2.0,5000.0,62.0,2,2,1.0,62200.270185,0,0,249,346,174,50,182,1972,27446,29015,213,26960,23371,27568,29490,55,21728
9.0,1500.0,43.0,2,1,2.0,27650.224098,0,0,313,297,254,278,2740,29854,24205,27053,215,26731,26219,25849,28817,115,-666
2.0,2000.0,60.0,2,2,1.0,48403.852514,0,0,1964,958,1980,1877,1093,689,28379,24314,735,20914,527,22757,1015,109,18955
7.0,2500.0,31.0,1,1,2.0,20745.130132,0,0,8791,1751,1123,1879,1264,1174,4562,2139,6531,8266,9948,5379,6634,-777,-777
8.0,2000.0,26.0,2,2,2.0,20750.25,0,0,987,731,499,136,660,597,10483,742,2,736,802,914,849,53,18543
5.0,2000.0,69.0,2,2,1.0,62253.037211,2,0,28064,912,1339,1168,1055,12454,20058,10729,4346,28790,28177,24838,24030,43,-666
9.0,1300.0,94.0,2,2,2.0,34590.615079,0,0,24,949,473,338,760,810,29352,2545,744,3892,3024,3366,4112,6,29593
8.0,3000.0,42.0,2,2,1.0,6923.484623,0,0,540,1788,1339,1321,2494,1882,12976,1852,847,1852,1475,17630,883,-777,-777
7.0,5000.0,48.0,2,1,2.0,6924.268281,0,1,1800,1133,1462,1263,1053,1354,5945,7801,1644,1286,1948,5631,-666,36,-777
2.0,2500.0,60.0,2,2,1.0,27697.819237,0,0,574,586,1612,1713,2826,6939,5162,8620,104,10381,14616,11793,15661,31,5880
4.0,18000.0,79.0,2,1,1.0,55411.25,0,0,937,851,977,979,353,1324,6772,6588,8365,9643,7423,9710,-666,91,55113
4.0,5000.0,39.0,1,1,2.0,27712.280381,0,0,460,161,154,654,957,1198,20714,895,968,628,428,4106,1457,-777,-777
5.0,1200.0,45.0,2,2,1.0,34645.187556,0,0,193,427,255,1339,1180,4889,2182,2687,290,9834,8240,3310,8781,-777,-777
4.0,20000.0,61.0,1,2,1.0,27716.254445,0,0,166,149,1769,1770,1549,503,6768,4647,4905,9970,1495,9981,-777,98,92858
3.0,8000.0,75.0,1,2,1.0,41574.962068,0,0,273,433,963,546,990,759,1510,73,329,1477,1250,1103,28749,52,60711
5.0,300.0,41.0,1,2,1.0,48509.879664,1,0,863,815,748,4794,9577,19812,27158,27003,555,27067,22146,26125,29102,106,87773
1.0,1400.0,34.0,1,1,2.0,13861.497586,0,0,904,1456,1181,3395,3636,875,2578,919,1599,1017,1077,1131,1851,-777,-777
6.0,3000.0,54.0,2,2,1.0,27724.538103,2,0,5756,5845,9644,9381,6547,150,7400,7696,6105,9092,7575,5794,5940,-777,-777
5.0,1000.0,38.0,2,2,2.0,55454.158314,0,0,22987,897,1108,1367,1769,1057,22491,28619,21237,20613,21661,22413,29400,114,273183
5.0,2000.0,53.0,2,2,2.0,27728.601845,0,0,28419,991,828,781,15122,18711,25832,14298,950,26443,28270,27851,11295,12,15549
2.0,3000.0,49.0,1,2,1.0,41605.181192,0,0,936,838,846,853,2349,4804,1433,2473,537,4272,2238,3633,509,-777,-777
5.0,500.0,59.0,1,1,2.0,27739.120272,0,0,830,447,186,503,523,4369,12483,3958,166,3963,4586,5936,4419,-777,-777
1.0,13000.0,40.0,1,1,2.0,34676.348031,0,0,333,283,25,335,195,368,214,296,411,134,369,371,398,59,233702
2.0,2500.0,61.0,2,2,1.0,41615.679108,0,0,3824,679,626,2686,4169,2437,20663,23995,4947,27381,23491,29941,21296,69,13369
8.0,2000.0,36.0,2,2,1.0,20812.293262,0,0,6871,112,435,48,569,3943,4839,5299,472,9276,9993,16133,8045,56,52246
3.0,2500.0,51.0,1,2,1.0,27766.857868,0,0,5309,651,4043,2492,22362,7616,28331,5680,5209,28392,29614,21883,-666,46,4852
9.0,1800.0,57.0,2,1,1.0,20826.776552,0,0,459,144,370,436,667,9117,23142,26610,724,26857,26684,24106,6238,25,2478
9.0,2000.0,41.0,2,2,2.0,27781.656953,0,0,1058,1181,1431,1267,2843,23603,23905,28023,1909,27933,25988,26106,24017,80,243658
4.0,2000.0,30.0,1,1,1.0,13897.25,1,0,287,282,666,706,747,22052,26798,1861,413,27646,1573,1517,1486,48,24145
7.0,3000.0,65.0,1,1,1.0,41693.034819,0,0,64,1764,1803,1234,1902,2587,5468,6392,732,7542,5022,15194,2893,25,31468
9.0,1200.0,23.0,1,1,2.0,6949.269133,0,0,841,150,1094,3857,3669,3353,14835,1925,184,571,857,714,224,-777,-777
5.0,1000.0,53.0,1,1,2.0,41695.614801,0,0,582,336,984,655,1891,537,8624,12545,478,2744,3932,15012,3548,-777,-777
4.0,2500.0,46.0,1,2,1.0,48661.320838,0,0,517,1096,1192,1858,3723,6625,8504,8022,1216,18263,13579,13014,6823,8,156
7.0,3000.0,41.0,1,1,2.0,13904.995315,0,0,102,500,630,815,30,4880,18097,2086,1508,6540,8777,7021,1150,-999,-666
4.0,2000.0,57.0,2,2,1.0,27815.424226,0,0,9114,650,747,633,1260,884,6233,9751,364,6060,9428,8611,888,7,-666
2.0,10000.0,61.0,2,2,1.0,41733.612091,0,0,315,490,1797,1928,1613,1037,4345,2811,3008,4558,3117,4321,2469,40,43006
9.0,3000.0,71.0,1,1,2.0,48699.603424,0,0,385,88,645,553,786,751,500,764,629,691,759,511,809,68,-777
1.0,5000.0,35.0,2,2,2.0,27836.75,1,0,783,34,112,257,342,740,1267,575,310,1222,1754,1643,312,24,4613
7.0,5000.0,25.0,2,2,1.0,27840.0,0,0,657,794,1800,1478,1514,3921,3704,4823,1032,3949,3090,2805,3231,-777,-777
7.0,5000.0,41.0,2,2,2.0,41768.045813,0,0,438,220,191,663,616,986,1786,873,493,680,971,981,62,48,19234
3.0,5000.0,38.0,1,2,1.0,41771.25,0,0,906,596,892,1158,1520,1582,24464,-999,1703,1658,1847,1640,1531,88,79929
8.0,1000.0,27.0,1,1,1.0,20886.25,0,0,384,491,1327,1104,1768,6418,23927,4108,195,9644,9744,7232,9296,101,187860
8.0,1000.0,32.0,2,2,1.0,20892.193935,0,0,16848,632,575,653,501,8346,17507,17630,59,14011,15930,19106,17459,119,35747
2.0,1300.0,63.0,2,2,2.0,20895.810414,0,0,946,1266,892,707,1148,5905,9037,5537,1177,9497,8291,8346,9592,119,52156
8.0,1000.0,34.0,1,2,2.0,6965.591966,0,0,2719,756,545,565,607,771,23711,762,474,603,634,852,561,56,16990
1.0,4500.0,43.0,1,1,1.0,13934.830226,3,0,282,453,131,320,259,265,6536,7765,120,8721,44,270,331,-999,3276
5.0,1000.0,18.0,1,2,1.0,13937.08689,1,0,1480,352,1565,1363,3685,4123,26505,3267,1146,23517,28428,23119,1044,-777,-777
2.0,15000.0,58.0,2,2,2.0,41814.978273,0,0,142,14,490,195,3420,4235,9234,14669,403,16036,11475,10389,6519,114,20931
6.0,3000.0,45.0,1,1,2.0,13939.841554,0,0,195,269,370,66,321,96,8753,7478,6692,8784,8689,6658,7557,18,1670
5.0,900.0,55.0,2,2,1.0,27892.279807,1,0,776,366,-666,516,1764,3690,29912,1093,1896,25588,29940,-666,-666,108,31337
9.0,300.0,32.0,1,2,1.0,27894.485736,0,0,914,655,864,825,745,964,23014,12110,474,21107,21619,-777,-777,18,38944
8.0,1500.0,31.0,2,2,2.0,34871.25,0,0,410,131,672,1368,3067,7868,26485,22500,2572,28756,24790,20239,27047,93,85263
2.0,3000.0,69.0,1,2,2.0,48838.924228,2,0,1617,237,14633,11081,14861,14825,24308,915,389,26335,24444,26956,27065,103,44620
4.0,3000.0,55.0,2,2,1.0,34891.496132,0,0,684,934,623,802,588,1031,4904,2376,1809,1058,1154,1215,1787,89,47072
5.0,5000.0,74.0,2,2,1.0,48852.714716,0,0,6150,840,803,961,832,959,20298,6149,890,7983,8397,9430,7828,117,85949
1.0,6000.0,39.0,1,2,1.0,41876.75,0,0,169,320,577,628,748,724,4957,661,724,2847,4759,4369,881,37,3176
9.0,5000.0,37.0,2,2,2.0,27924.865505,0,0,1316,1596,1794,2236,20555,24893,20535,23380,1116,23402,26026,21049,23793,92,37028
4.0,700.0,61.0,1,1,1.0,104788.08637,0,1,60,842,1654,1831,1610,2152,8842,2873,1257,9097,1155,7813,1477,39,9181
5.0,2500.0,39.0,1,1,1.0,27945.295644,0,0,3131,153,23,35,100,4473,13147,4986,320,10423,19197,19966,14711,100,152319
9.0,5000.0,80.0,2,2,2.0,27957.65036,0,0,1788,3477,3500,2396,7585,9672,14267,11109,2221,22938,8517,14989,13443,118,32598
5.0,800.0,34.0,2,1,1.0,27960.465141,0,0,8096,98,995,970,530,985,7994,2946,667,6013,6655,5376,9757,112,63351
4.0,500.0,21.0,2,2,1.0,13983.804918,0,0,360,413,80,449,356,408,1408,152,411,1610,1880,485,-666,-777,-777
9.0,2600.0,66.0,2,2,2.0,41953.760933,0,0,403,153,449,226,497,743,947,926,19,865,84,26,219,115,79825
9.0,1000.0,42.0,2,2,2.0,6992.448775,0,0,203,1499,3006,2739,4926,4615,2813,4797,23,16404,10172,18792,-666,91,11252
9.0,2000.0,52.0,1,2,2.0,27971.700026,0,0,155,233,564,853,558,537,26162,27816,330,20899,932,825,870,25,25341
2.0,1309.0,63.0,2,2,2.0,20982.720783,0,0,877,655,897,139,4900,3759,25026,21952,455,25041,24709,28409,22367,108,21663
9.0,3000.0,35.0,2,2,1.0,20984.120583,0,0,3937,273,26,309,1109,2726,4065,4606,135,8803,8130,3946,5895,79,49790
6.0,3500.0,33.0,1,1,1.0,41981.903893,0,0,157,9,364,471,90,296,21362,851,925,547,3637,2919,2679,57,-777
2.0,4500.0,74.0,2,2,1.0,41987.25,0,0,1054,142,1321,1311,3264,3127,20205,13535,1043,26811,25356,21111,23045,154,32219
2.0,3000.0,44.0,2,2,2.0,49016.660395,0,0,74,165,764,807,15392,13332,26623,21696,359,28822,21187,22695,25558,14,9925
3.0,8000.0,60.0,2,1,2.0,35011.939373,0,0,207,194,954,794,785,929,6995,8086,47,6964,7765,9845,22918,40,32800
1.0,1200.0,35.0,1,1,1.0,35018.185435,0,0,352,342,322,500,3732,4681,3951,5223,7482,3543,2140,4321,4296,-777,-777
2.0,2000.0,40.0,2,2,2.0,14007.774474,1,0,2150,2455,870,2621,4678,7846,6754,8435,391,6689,5458,8108,-666,55,15855
6.0,1000.0,32.0,2,2,1.0,14007.774474,0,0,285,196,619,629,9487,5246,11624,8739,811,916,513,536,1000,86,10601
5.0,2000.0,41.0,2,2,2.0,35022.57727,0,0,24747,469,444,144,381,273,26712,28821,222,22445,23160,29667,22699,119,12322
9.0,2000.0,45.0,2,2,2.0,21015.015564,0,0,19806,225,344,779,974,3108,18940,9665,3760,15105,17765,16664,16180,27,898
7.0,18000.0,67.0,1,1,2.0,14011.682243,0,0,973,-777,-777,-777,-777,554,967,654,319,772,555,897,-777,-777,-777
2.0,3500.0,38.0,1,1,2.0,35030.36478,0,0,837,349,962,1960,4519,2299,4340,4039,716,4087,2984,2782,917,55,4434
9.0,8000.0,68.0,2,2,1.0,49051.25,0,0,833,652,905,710,7013,7801,20841,15253,450,25959,12865,12351,25125,87,88514
5.0,800.0,19.0,2,2,2.0,14017.25,0,0,539,537,589,1423,1265,3486,16776,15198,15,17131,15324,13996,12786,83,39350
8.0,3000.0,72.0,2,2,2.0,63087.750996,0,0,1958,575,597,334,889,1311,17857,12568,650,19825,853,11239,17296,168,216101
2.0,6270.0,58.0,2,2,2.0,35053.820394,0,0,4466,3493,3353,3673,3292,4851,19107,4545,1242,16147,3086,3809,4514,32,60313
